token,count
"""{clr}{down}{down}{red}du bist auf dem       {down}flur                  {down}du kannst nach""",1
sedbplbmibvcbvsbccbcsbnebeqjsrequdfborg,1
brkphpclcplpsecrtiphaclirtsplaseideytxatyatxstaytaxclvtsxinydexcldinxnop,1
oraaslbitandroleorlsrjmpadcrorstystastxldyldaldxcpycmpdeccpxsbcinc,1
"""{down}{rvs_off}{right}{right}{right}{right}{blue}l{rvs_on} = 60 punkte""",1
"""{rvs_off}{red}{down}t{rvs_on}{blue} = 100 punte ---{black} und:""",1
"""{blue}{rvs_on}{down}wenn sie einen diaman-{down}ten gefunden haben,   {down}koennen sie fuer eine""",1
"""{right}{right}{right}{right}{rvs_off}{yellow}k{blue}{rvs_on} = 40 punkte""",1
"""{rvs_off}{yellow}{right}{right}{right}{right}j{blue}{rvs_on} = 30 punkte""",1
"""{clr}{down}{rvs_on}{purple}{right}{right}{right}{right}{right}schatztruhe:""",1
"""{black}{rvs_off}{down}w{rvs_on}{blue}=zufaellige punktzahl""",1
"""{rvs_on}{purple}{down}{right}{right}{right}{right}d i a m a n t:""",1
"""{yellow}{right}{right}{right}{right}i{blue}{rvs_on} = 20 punkte""",1
"""{clr}{rvs_on}{blue}{down}{down}ein {black}{rvs_off}u{rvs_on}{blue} kennzeichnet ei-{down}nen verborgenen schatz""",1
"""{rvs_on}- wenn sie ihn schnell{down}genug erwischen, heben{down}sie ihn und bekommen""",1
"""{down}{left}{left}{left}{left}{red}{rvs_on}punkte:{down}{left}{left}{left}{left}{left}{left}{left}{left}{cyan}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}""",1
"""{rvs_on}{black}{right}{right}{right}{right}{right}{right}goldstaub""",1
"""{rvs_off}{yellow}{right}{right}{right}{right}h{blue}{rvs_on} = 10 punkte""",1
"""{rvs_on}{down}haben nur ein leben !""",1
"""{clr}? error{down}{down}{down}""",1
7828,1
"""{left}{left}{left}{white}b{cyan}o{yellow}n{green}u{blue}s{left}{left}{left}{left}{left}""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{rvs_on}""",1
"""{black}qrs""",1
"""{rvs_off}{purple}e""",1
"""{rvs_off}{purple}fg""",1
"""{right}{white}bitte {rvs_on}{yellow}play{rvs_off}{white} druecken.{black}""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}""",1
"""taste druecken""",1
"""{rvs_on}{down}sich die mine etwas !""",1
"""{rvs_on}gegengehen, um sie zu {down}erwischen zu koennen !""",1
"""{clr}{down}{rvs_on}{blue}es wird mit dem joy-  {down}stick gespielt.""",1
"""{rvs_on}{down}oben druecken""",1
"""{down}spielstart:'fire'knopf""",1
"""{rvs_on}{purple}bei jeder schwierig-  {down}keitsstufe veraendert""",1
"""{down}{down}{rvs_on}da sie so schnell wie {down}die robotter sind,    {down}muessen sie ihnen ent-""",1
"""{rvs_on}{red}{left}{CBM-*}""",1
"""#$%""",1
7360,1
"""qrs""",1
"""{left}vvv""",1
"""{home}{black}v@qrs""",1
"""{home}{black}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}""",1
"""{down}{rvs_on}best.zeit die robotter{down}fangen:""",1
"""{clr}{down}{down}{down}{right}{right}{right}{right}{purple}l{blue}{rvs_on} = 20 punkte""",1
"""{rvs_off}{right}{right}{right}{right}{green}l{blue}{rvs_on} = 40 punkte""",1
"""{rvs_off}     """,1
8093,1
7956,1
7992,1
8123,1
7929,1
"""{clr}{cyan}{down}you must find the way {down}to the treasure.""",1
"""  *{red}      by       {cyan}*""",1
"""  *{purple}  markus wolf  {cyan}*""",1
"""{clr}{cyan}{down}{down}{down}  *****************""",1
"""  *{green} adventureland {cyan}*""",1
"""v&'(""",1
50005,1
"""dann {rvs_on} p {rvs_off} druecken!""",1
"""{down}cassette zurueckspulen""",1
"""editor ?""",1
"""kill gehilfe""",1
14255,1
"""such das messer""",1
14340,1
"""{rvs_on}{up}{up}{up}{right}{right}{right}{right}{right}{right}Z""",1
"""{rvs_on}{red}{left}{SHIFT--}""",1
 monster or,1
 loch,1
 eingang,1
 *adventureland*,1
 *     by      *,1
 * markus wolf *,1
 schluessel,1
 wand,1
690,1
7735,1
7734,1
7713,1
"""lp""",1
"""{red}{down}{down}{down}hit any key""",1
"""adventurelnd2""",1
"""{yellow}{down}{down}but it is very danger-{down}ous, so you must be   {down}careful.""",1
38455,1
7705,1
7423,1
 hebel 1,1
 hebel 2,1
 monster ur,1
 kugeln,1
 plattform,1
 zauberstab,1
"""  *****************{white}""",1
7722,1
 mauer,1
 pistole,1
 tuer,1
 monster ul,1
 monster ol,1
14270,1
"""du hast den gehilfen""",1
"""hast keinen""",1
"""du bist in der gruft""",1
"""a  a  aaaaaaaaaaaaaa a""",1
"""a  a{blue}ee{white}aaaaaaaaaaaaa  a""",1
"""a  a  a           a  a""",1
"""a  aaaa           a  a""",1
"""a  aaaaaaaaaaaaaaa aaa""",1
 zauberring,1
 mann links,1
 mann,1
 mann rechts,1
 tuer senkrecht,1
38433,1
38454,1
"""a  a    a a a a      a""",1
"""a  a    a a a a aaa{blue}ee{white}a""",1
"""a@ a    a   a   a    a""",1
 spaten,1
7927,1
 bugfix joystick(rms),1
"""a  a               a a""",1
14400,1
46300,1
"""der gehilfe ist tot""",1
14258,1
6160,1
"""{down}einladen vom:{down}",1
"""adr error in""",1
"""   """,1
14267,1
au,1
"""a                  {red}u{white}da""",1
"""a                  {red}u{white} a""",1
"""a  a              a  a""",1
"""a  aaaaaaaaaaaaaaaa  a""",1
"""{clr}{white}aaaaaaaaaaaaaaaaaaaaaa""",1
8121,1
13190,1
14300,1
""")""",1
"""(""",1
"""opcode error in""",1
"""{clr}{down}homecomputer-assembler{down}",1
38863,1
8143,1
"""a  a      a   a      a""",1
"""{home}{purple}dddddddddddddddddddddd""",1
38830,1
"""000041""",1
"""{clr}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{rvs_on}game over""",1
"""{down}{down}{down}   {rvs_on}taste druecken""",1
"""{clr}aaaaaaaaaaaaaaaaaaaaaa""",1
"""a    a              @a""",1
"""aaaffa               a""",1
8036,1
8035,1
20015,1
"""{home}{rvs_on}{down}{down}{down}{down}{down}{down}{down}{down}{right}you did not make it """,1
"""{blue}{clr}   Congratulation""",1
"""{down}{down}{down}You found the right   {down}way to the treasure.""",1
7698,1
7697,1
1060,1
314,1
313,1
312,1
292,1
293,1
294,1
"""{del}{del}{del}{del}{del}{del}   in der metz 7      **********************",1
"""{del}{del}{del}{del}{del}{del}                         st.wendel(urweiler)",1
"""{del}{del}{del}{del}{del}{del}                         by andre koelsch",1
"""{del}{del}{del}{del}{del}{del}**********************",1
"""{down}geldsack = 1 punkt""",1
""" {black} """,1
""" {blue}{rvs_off}a{rvs_on}""",1
"""{up}{rvs_on}{purple}pu.""",1
"""d{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}d""",1
"""wohin (zeilennummer)""",1
"""copy-bereich""",1
 copy,1
"""{down}{right}{rvs_on}e{rvs_off}dit [a][-][e]",1
14100,1
ij,1
13160,1
"""{clr}{down}{down}{down}{down}{down}{down}{right}{right}highscore=""",1
"""{clr}{down}{down}{down}ihren namen bitte""",1
"""{down}sie muessen inerhalb  {down}von 40 secunden 20    {down}goldsaecke einsammeln""",1
"""{down}wenn sie auf das mon- {down}ster stossen verlieren{down}sie 0-3 leben""",1
"""{down}haben sie es bis dahin{down}geschaft erscheint ein{down}neues spielfeld""",1
"""{down}dann erscheint ein    {down}gitter das sie auch   {down}noch nehmen muessen""",1
"""hindern sie daran.""",1
"""geister und tueren """,1
"""langen. doch monster,""",1
"""{down}{down}vorsicht! wenn sich """,1
"""zeit zu zeit. """,1
"""die tueren oeffnen und""",1
"""{down}gitter   = 10 punkte""",1
"""{down}bei jeder neuen runde {down}bekommen sie ein frei-{down}leben""",1
2090,1
"""{down}unfaellen ist das     {down}spiel beendet""",1
"""{down}wenn sie an die mauer {down}stossen verlieren sie {down}ein leben.bei drei""",1
"""{down}{right}{right}von """,1
"""{down}{down}{up}{up}{up}""",1
 edit,1
1015,1
 verify,1
"""?verify error in""",1
50528,1
515,1
 9570 ossiach,1
 ostriach 102,1
 strauss jun.,1
"""des bildschirms zu ge-""",1
"""{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}-taste-""",1
"""schatz in der mitte """,1
"""das ziel ist es, zum""",1
"""dies machen sie indem""",1
"""-gen.""",1
"""einmal die mauer spren""",1
"""sen, so koennen sie""",1
"""fruechte am rand fres-""",1
"""wenn sie eine der """,1
"""durchgang, ist das """,1
"""sie befinden sich im """,1
"""die tuer schliesst und""",1
"""zyklo3""",1
482,1
38631,1
"""schliessen sich von""",1
"""{right}{right}{right}{right}{right}{down}{down}{right}{right}-taste-""",1
"""spiel zu ende.""",1
"""{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}-taste-""",1
"""{right}{down}{right}{right}{right}{right}{right}{right}space""",1
"""{down}{down}{right}{right}{right}{right}{right}{right}{right}-taste-""",1
"""{right}{down}{right}{right}{right}{right}{right}{right}l-+-;""",1
"""{right}{down}{right}{right}{right}{right}{right}{right}{right}{right}{SHIFT--}""",1
"""{white}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}p""",1
"""{right}{down}{right}{right}{right}{right}{right}{right}{right}{right}{SHIFT--} """,1
"""{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}""",1
"""{yellow}steuerung:""",1
"""zyklo2""",1
"""{down}{down}versager!!""",1
"""{down}{down}punkte:""",1
"""{down}{down}{right}{right}{right}noch einmal?""",1
"""   1 1 4 11411 4 1 1  """,1
271,1
279,1
 (c) by johann,1
"""{down}{down}{down}wenn sie nun eine""",1
"""taste druecken,wird """,1
"""das programm geloescht""",1
"""und sie muessen load""",1
"""eingeben.""",1
"""{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}spielanleitung?(j/n)""",1
"""sie ':' und dann die""",1
"""eintasten.""",1
"""gewuenschte richtung""",1
"""   1 4 1 4 6 4 1 4 1  """,1
"""{down}{down}bravo!!""",1
"""{down}{down}{down}{down}das spiel ist aus""",1
fg,1
439,1
"""@@@@@@@@@@@@@@@@@@@@@""",1
"""{rvs_on}{down}{down}{red}steuerung mit joystick{rvs_off}{blue}{down}{down}viel glueck!!""",1
2035,1
"""5  11111111111111111 5""",1
"""   1               1  """,1
"""   4  11111111111  4  """,1
"""   1  4         4  1  """,1
"""   1 11 1114111 11 1  """,1
"""   1 1           1 1  """,1
"""   1   114111411   1  """,1
"""   1 1 1       1 1 1  """,1
=    fresser  =,1
=             =,1
=  punkte -   =,1
"""{down}aber vorsicht die mon-ster wollen sie toeten""",1
"""{down}{down}sie muessen versuchen alle punkte zu fressenum dafuer punkte zu   erhalten.""",1
"""{down}{rvs_on}{red}     punktefresser    {rvs_off}{blue}""",1
278,1
100556,1
"""{up}{rvs_on}ergebnis:""",1
"""{rvs_on}{up}{white}""",1
317,1
321,1
363,1
399,1
415,1
"""   1 1 1 1   1 1 1 1  """,1
"""{down}{yellow}Raum-Sektor zu fliegen      {down}  !!!! """,1
"""{purple}Sie haben die Aufgabe erhalten, Patroullie  durch einen vom Imp-  erium besetzten""",1
"""{down}{down}Sie sind der Pilot    eines Patroullien-    Schiffes der Rebellen-Flotte.{down}""",1
"""{down}{down}{down} {rvs_on}[O]=Links Rechts=[P]{rvs_off}      {down}{rvs_on} [F]=Feuer""",1
"""{down}{down}{down}{white}Sie steuern den       X-Wing-Fluegler       mit den Tasten:""",1
8108,1
38872,1
"""{home}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}fgh{down}{left}{left}{left}ijk""",1
"""{rvs_on}{blue}{down}{down}{down}{down} zerstoeren sie die    feindlichen           tie-jaeger  {white}      [{rvs_off}b{rvs_on}]""",1
"""{rvs_on}{blue}{down} aber treffen sie      bloss nicht die hoch- explosiven @-minen{white}[{rvs_off}{yellow}s{rvs_on}{white}]""",1
"""{rvs_on}{cyan}{down} es koennte ihr        letzter schuss sein         !!!!!!""",1
"""{down}{down} bitte warten sie nun!  der vc-20 laedt      {down}   {red} {rvs_on}star-wars 2{white}""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{rvs_on}taste!""",1
8130,1
"""f{left}{clr}{down}{down}{down}{down}{down}{rvs_on}{green}    punktefresser     {rvs_off}{blue}""",1
"""{white}{up}@@@@@@@@@@@@@@@@@@@@@""",1
"""jagt""",1
"""der gehilfe ist ver-""",1
 append,1
 insert,1
4015,1
2019,1
"""@:robot.zchn      """,1
"""{down}firebutton = jump left""",1
"""{down}j.s. right = right""",1
"""{down}j.s. left = left""",1
"""{clr}j.s. up = jump right""",1
"""{up}{up}press any key.........""",1
"""{down}{down}press any key.........""",1
"""{yellow}====== mr. jump ======""",1
"""{home}{down}{right}{right}{right}{right}{right}{SHIFT--}{rvs_on}Star-Wars{rvs_off}{SHIFT--}""",1
"""{right}{right}{right}{right}{right}{CBM-Z}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-X}""",1
4905,1
4930,1
8152,1
"""{white}{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}datas werden gelesen!""",1
7682,1
7704,1
"""mister-jump2""",1
"""\""",1
"""kill dracula""",1
13140,1
13150,1
"""mit pflock""",1
"""mit hammer""",1
"""und womit noch ?""",1
"""{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}H {CBM-Y}{SHIFT-*}{SHIFT-*}{CBM-W} O O  l """,1
21010,1
"""{blue}(((({right}(((((((({right}((((((((""",1
"""{right}{right}{right}{right}{right}{right}#{right}{right}{right}{right}{right}{right}{right}{right}{right}#{right}{right}""",1
"""{blue}((((((((((((((((((({right}((""",1
"""{right}{right}{right}#{right}{right}{right}{right}#{right}{right}{right}{right}##{right}#{right}{right}#{right}{right}""",1
"""{blue}((((((((((({right}((((((((((""",1
"""* oliver schwarz 1984""",1
"""{down}{white} collec all moenybags  in  the time !! """,1
"""{down} <<<< please wait >>>>""",1
"""{down}this is only the first part of the programm load second part later""",1
"""{red}${blue} # = nails and steel =do not jump in them {white}""",1
"""{green}) = key to next stage""",1
"""{yellow}% = points""",1
"""{down}& = you""",1
"""000030""",1
"""{down}{down}{down}{green}""",1
"""{down}{down}{down}{down}{down}{down}{down}{down}{down}now enter next stage !""",1
"""{down}{purple}{right}'{red}{right}$${right}{yellow}%{red}{right}{right}${right}{right}{right}{right}{right}{right}${right}{right}{purple}'{red}${right}""",1
"""{down}{down}{right}{right}{right}{red}${right}${right}{right}{right}{right}{right}{right}{right}$${right}{yellow}%{red}{right}{purple}'{red}${right}{yellow}%""",1
"""{down}{right}{right}{red}${right}{purple}'{red}${right}{right}$${yellow}%{right}{red}${purple}'{red}{right}${right}{right}{right}{right}{yellow}%{right}""",1
"""{yellow}{red}{right}{right}${right}{right}{yellow}%{red}$${right}${purple}'{red}{right}${right}{right}{right}${right}{right}{right}{yellow}%""",1
"""{down}     try again &",1
"""{down}{down}      money{yellow}%{white}bags",1
"""{clr}{white}   you forgot some",1
"""{down}{down}{white}&...{yellow}%...{red}){right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{blue}((((((((((((((((((((((""",1
"""{down}{down}{down}{down}-- press s to start --""",1
"""moneybags""",1
"""* 1984 oliver schwarz""",1
"""{clr}{white}===== game over ======""",1
"""{down}{down}you collected """,1
"""{blue}((((((((((((((((((((((""",1
"""{right}#{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}#""",1
"""{blue}(((((((((((((((((( (((""",1
"""{down}{rvs_on}       f{down}{right}i{right}s{up}{right}h""",1
"""{rvs_on}{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{blue}     bitte warten""",1
*catch the fish*,1
* (c) 1984  by *,1
* andreas holy *,1
* pantucekg. 33*,1
* 1110 wien    *,1
* oesterreich  *,1
*    vc-20     *,1
"""{blue}{right}#{right}{right}{right}{right}{right}{right}{right}{right}{right}#{right}{right}{right}{right}{right}#{down}""",1
"""{red}{down}{right}{right}${right}{right}{right}{right}${right}${green}){red}$${right}{right}$${right}{right}${right}{right}""",1
"""{down}{down}{right}{red}{right}{right}{right}$${right}${right}{right}${right}{right}{yellow}%{red}{right}{right}{right}{right}${purple}'{right}{right}{right}""",1
"""{down}{red}{right}{right}{right}{right}${purple}'{yellow}%{red}{right}{red}${yellow}%{red}${right}{right}{right}{purple}'{red}${right}{right}${right}{right}{right}$""",1
"""{right}{yellow}%{red}{right}${right}{right}{right}$${right}${purple}'{right}{right}{right}{right}{red}{right}{right}${right}${yellow}%""",1
"""{down}{red}{right}$${right}{right}{yellow}%{red}{right}${right}{right}${right}{right}{right}{right}${yellow}%{red}{right}{right}{purple}'{right}{right}""",1
"""{down}{red}{right}${green}){right}{right}{red}${right}{right}$${right}{right}${right}${right}{right}$${right}{right}""",1
"""{down}{right}{rvs_on}i{rvs_off}nsert [a]",1
"""{down}{right}{rvs_on}a{rvs_off}dd",1
"""{down}befehl""",1
"""{down}{right}{rvs_on}v{rvs_off}erify [a][-][e]",1
"""{down}{right}{rvs_on}s{rvs_off}ave [a][-][e]",1
"""{down}{right}{rvs_on}ap{rvs_off}pend [a]",1
"""{clr}{right}homecomputer editor""",1
"""{down}homecomputer""",1
"""{rvs_on}{home}{down}{down}{down}{down}{down}{down}{down}{blue}{CBM-Y}{CBM-T}{CBM-Y}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-Y}{CBM-T}{CBM-T}{CBM-T}{CBM-T}{CBM-Y}{CBM-T}{CBM-T}{CBM-T}{CBM-Y}{CBM-Y}{CBM-T}{CBM-T}{CBM-Y}""",1
"""{black}{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{rvs_on}{CBM-I}{CBM-O}{CBM-P}{CBM-@}{rvs_off}{green}h{rvs_on}{black}{CBM-@}{CBM-P}{CBM-O}{CBM-I}{CBM-O}{CBM-I}{CBM-I}{CBM-O}{CBM-P}{CBM-O}{CBM-I}{CBM-P}{CBM-@}{rvs_off}{green}h{rvs_on}{black}{CBM-@}{CBM-P}{CBM-I}""",1
38664,1
"""000200""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{blue}time:""",1
"""  st:""",1
"""{down}{down}{down}{down}{rvs_on}        t{up}{right}h{down}{right}e""",1
"""{clr}{rvs_on}{red}{down}{down}{down}{down}      c{down}{right}a{down}{right}t{up}{right}c{up}{right}h""",1
vc,1
7972,1
"""{rvs_on}     L{CBM-@} MN MN MN""",1
"""{rvs_on}{down}{yellow}     O{CBM-T} NM NM NM           L  {CBM-G}  {CBM-G}  M            {CBM-G}  {CBM-G}P {CBM-G}P  M""",1
"""{rvs_on}  MN {CBM-G}{CBM-M} MN MN  {CBM-G} MN""",1
"""{rvs_on}{white}  NM {CBM-G}{CBM-M} NM NM {CBM-T}O NM N   {CBM-G}  L{SHIFT-@} {CBM-G} {CBM-G}M   {CBM-G} M      {CBM-G}P {CBM-G}{CBM-M} {CBM-G} {CBM-G} M  {CBM-G}  M""",1
* grundversion *,1
 graphik,1
"""{down}{down}{up}{up}{up}",1
""" {up}",1
 list,1
 save,1
"""{down}{right}{rvs_on}q{rvs_off}uit -> ass + disass",1
"""{down}{right}{rvs_on}c{rvs_off}opy",1
"""{down}{right}{rvs_on}l{rvs_off}ist [a][-][e]",1
"""{down}{right}{rvs_on}d{rvs_off}elete [a][-][e]",1
4110,1
"""{down}{cyan}{rvs_on}mit den kursortasten{right}{right}koennen sie einen{right}{right}{right}{right}{right}kursor ueber den""",1
"""{rvs_on}bildschirm bewegen.""",1
"""{down}{cyan}{rvs_on}mit 'space' koennen{right}{right}{right}sie ein zeichen aus{right}{right}{right}der oberen reihe ho-""",1
"""{rvs_on}len,und mit 'space'{right}{right}{right}im unteren bereich{right}{right}{right}{right}wieder absetzen.""",1
"""{home}{down}{down}{down}{down}{down}{rvs_on}sie koennen auch{right}{right}{right}{right}{right}{right}selbst bilder erfin-{right}{right}den.""",1
"""{down}{rvs_on}{cyan}wollen sie wissen wie{right}(j/n) ?""",1
"""{home}{rvs_on}sind sie im menue,so{right}{right}koennen sie ihre{right}{right}{right}{right}{right}{right}bilder durch 'f5' auf""",1
"""{rvs_on}auf kassette speichernbzw durch 'f3' von{right}{right}{right}{right}kassette laden.""",1
"""zeit""",1
"""{home}{black}{rvs_on}punkte""",1
"""{down}{rvs_on}       -taste-        """,1
"""{down}{rvs_on}   highscore = """,1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{rvs_on}      game over      """,1
24000,1
22000,1
"""ghosts-egg2""",1
7667,1
686,1
"""{home}{white}{rvs_on}sind sie im menue,so{right}{right}druecken sie 'f7'.""",1
2049,1
"""K""",1
"""{CTRL-A}""",1
"""{clr}{down}assembler einladen ?",1
"""assembler""",1
"""{up}disassembler ?      """,1
 add,1
502,1
 delete,1
"""{rvs_on} are you sure ? {rvs_off}""",1
"""{clr}",1
"""{down}suche jane""",1
"""{right}lpppppp""",1
"""{down}{yellow}{rvs_on}sie koennen auch{right}{right}{right}{right}{right}{right}eingegebene bilder{right}{right}{right}{right}mit 'clr home' loe-{right}{right}{right}schen.""",1
"""{up}{rvs_on}auf der tastatur{right}{right}{right}{right}{right}{right}unterbrechen.""",1
"""{home}{rvs_on}mit 'f7' kommen sie{right}{right}{right}zurueck ins menue.""",1
"""{down}{rvs_on}{cyan}achten sie darauf,{right}{right}{right}{right}dass sie immer eier{right}{right}{right}und spieler ein-""",1
"""{rvs_on}zeichnen,da das pro-{right}{right}gramm sonst nicht{right}{right}{right}{right}{right}richtig arbeitet.""",1
"""{down}{green}{rvs_on}sie koennen aber das{right}{right}spiel jederzeit durch{right}druecken einer taste""",1
"""{down}{green}{rvs_on}gesprungen wird mit{right}{right}{right}fire.""",1
"""{cyan}{rvs_on}die steuerung erfolgt{right}ueber den joystick.""",1
"""edd{home}""",1
"""{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{rvs_on}{purple}kennen sie die regeln (j/n) ?""",1
"""@bjjjjjj""",1
"""r{right}c""",1
"""{right}nnnnq{right}{right}{right}{right}@biiiii""",1
"""@b""",1
"""{down}{down}{down}{right}{right}{right}{right}{right}{right}t{right}{right}{right}{right}{right}q{down}{left}{left}{left}{left}{left}{left}{left}{yellow}@aaaaab""",1
"""c{right}{right}{right}kdd""",1
"""{rvs_on}game over""",1
"""oq""",1
"""{rvs_on}rollen ({rvs_off}ij{rvs_on}),da sie{right}{right}{right}{right}sich drehen.""",1
"""{rvs_on}{green}achten sie auch auf{right}{right}{right}die mauer ({rvs_off}{red}p{green}{rvs_on}),da sie{right}{right}zerfaellt,und die""",1
"""{home}{rvs_on}falls sie herunter-{right}{right}{right}fallen,kann sie nur{right}{right}{right}das trampolin oder""",1
"""{rvs_on}die bremsfeder retten.""",1
"""{rvs_on}bremsfedern ({rvs_off}{yellow}e{cyan}{rvs_on}) be-{right}{right}{right}nutzen.""",1
"""{home}{rvs_on}sammeln sie ({rvs_off}t{rvs_on}) alle{right}{right}eier ({rvs_off}q{rvs_on}) auf,ohne von{right}geistern ({rvs_off}rs{rvs_on}) ge""",1
"""fang-{right}en zu werden.""",1
"""{down}{rvs_on}{cyan}sie koennen dabei{right}{right}{right}{right}{right}trampolins ({rvs_off}fgh{rvs_on}),{right}{right}{right}{right}{right}leitern ({rvs_off}{white}c{rvs_on}{cyan}),""",1
"""{rvs_on}beamplatten ({rvs_off}{green}d{rvs_on}{cyan}),{right}{right}{right}{right}{right}{right}aufzuege ({rvs_off}{yellow}klmn{cyan}{rvs_on}),{right}{right}{right}{right}{right}{right}superpillen ({rvs_off}o{rvs_on}) und""",1
"""{right}l{right}{right}fggh""",1
"""{right}{right}{right}{right}q""",1
"""@aaaab{right}{right}{right}c{right}{right}{right}k""",1
"""c{right}{right}{right}kq""",1
40300,1
21020,1
"""{down}{down}{right}{right}f7............edit""",1
"""{down}{down}{right}{right}f5............save""",1
"""{down}{down}{right}{right}f3............load""",1
"""{clr}{white}{down}{down}{down}{down}{down}{right}{right}f1/fire......start""",1
"""{home}{rvs_on}s""",1
"""@abcdefghijklmnopqrs""",1
"""os""",1
"""{right}{right}t{right}{right}{right}{right}@aab""",1
"""{down}q{right}mmmmmmmm""",1
"""{right}@ab""",1
"""{clr}{black}p1=7748:gO{white}""",1
"""load""",1
"""{home}{white}{down}{down}{down}{down}{rvs_on}wiederholen der (w)   regeln                spiel starten (s)""",1
"""ghosts-egg3""",1
9560,1
fox,1
"""{home}{yellow}@ab{white}c{green}d{yellow}e{cyan}fgh{green}ij{yellow}klmn{cyan}o{red}p{white}qrs{right}t""",1
402,1
"""18""",1
"""36""",1
"""54""",1
"""cassette zurueckspulen",1
"""bis zum anfang des""",1
"""assembler-files!",1
"""{down}dann {rvs_on} p {rvs_off} druecken!",1
"""du bist im labor""",1
"""tisch""",1
"""zieh hebel""",1
"""geht nicht""",1
"""drueck hebel""",1
"""{home}{down}{down}{red}vvv{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}vvv""",1
hunt,1
"""{right}{right}{right}{right}{right}{up}{up}bitte warten""",1
"""{right}{right}J{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}K""",1
"""{right}{right}{SHIFT--}{white}*              *{blue}{SHIFT--}""",1
"""{down}{down}{down}{down}{down}{down}{down}{right}{right}U{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}I""",1
"""{down}{down}{white} bitte warten sie nun!  der vc-20 laedt     {down}   {red}{rvs_on}fox-hunt 2{rvs_off}{black}""",1
"""fox-hunt2""",1
"""{white}{right}{right}{right}{right}{right}{right}{right}{right}{rvs_on}U{SHIFT-*}{SHIFT-*}{SHIFT-*}I{down}{left}{left}{left}{left}{left}{SHIFT--}   {SHIFT--}{down}{left}{left}{left}{left}{left}J{SHIFT-*}{SHIFT-*}{SHIFT-*}K""",1
"""{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{rvs_on}{blue}[{yellow}return{blue}]""",1
"""{down}{down}{down}{green}{right}{rvs_on}sie sind ein jaeger,  der frueh morgens     zur jagd geht.""",1
"""{down}{right}{white}{rvs_on}sie spielen mit dem   joystick:""",1
"""original-zeichensatz:   k = komplett          b = nur buchstaben  """,1
351,1
9520,1
9530,1
"""{rvs_on}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{SHIFT-POUND}""",1
"""zimmer""",1
"""du bist im schlaf-""",1
